provider_id,hospital_name,state,control_type,operating_costs,gross_charges,ccr,markup
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSP,TX,Government (nonfederal),251158601.0,508248641.0,0.49416482551893337,2.0236163084854897
170016,ST.FRANCIS HEALTH CENTER,KS,Nonprofit,202617551.0,708322585.0,0.28605264789065,3.495859966247445
240040,RANGE REGIONAL HEALTH SERVICES,MN,Government (nonfederal),104801420.0,189655826.0,0.5525874011378907,1.8096684758660713
670108,BAYLOR SCOTT & WHITE - MARBLE FALLS,TX,Government (nonfederal),118875766.0,440803072.0,0.26967998535182625,3.708098688508135
260009,BOTHWELL REGIONAL HEALTH CENTER,MO,Other,120968800.0,334501166.0,0.36163939709555454,2.765185452777906
110209,TURNING POINT HOSPITAL,GA,Nonprofit,15707257.0,56738928.0,0.2768338696846722,3.612274759367597
10046,RIVERVIEW REGIONAL MEDICAL CENTER,AL,Nonprofit,97742587.0,409809582.0,0.23850732460423535,4.192743353518973
250136,MERIT HEALTH WOMANS HOSPITAL,MS,Nonprofit,27838673.0,176330304.0,0.15787798448983562,6.334005360097445
140048,ADVOCATE SOUTHLAND HEALTH NETWORK,IL,Government (nonfederal),452587074.0,908332424.0,0.49826149770912503,2.0069782726494747
450422,BAYLOR MEDICAL CENTER AT UPTOWN,TX,Nonprofit,59344193.0,169141807.0,0.3508546707201727,2.850182948818598
440153,NEWPORT MEDICAL CENTER,TN,Nonprofit,41781633.0,205444243.0,0.2033721285633689,4.917094623850629
341307,PENDER MEMORIAL HOSPITAL,NC,For-profit,34168038.0,92764017.0,0.36833288493748606,2.7149354317622802
170197,KANSAS MEDICAL CENTER,KS,Nonprofit,46202215.0,82938338.0,0.5570670466051538,1.7951160566652486
500041,ST. JOHN MEDICAL CENTER,WA,Government (nonfederal),260790773.0,704485488.0,0.37018615350100725,2.701343609269489
450132,MEDICAL CENTER HEALTH SYSTEM,TX,Other,296266798.0,520187401.0,0.5695385882673464,1.7558072808415068
290003,SUNRISE HOSPITAL AND MEDICAL CENTER,NV,Nonprofit,738737501.0,2635922624.0,0.28025765789701723,3.568145140096252
140007,PRESENCE ST. JOSEPH MEDICAL CENTER,IL,Government (nonfederal),397128486.0,1015256470.0,0.3911607536960587,2.5564936935800673
450610,MEMORIAL HERMANN MEMORIAL CITY MEDIC,TX,Government (nonfederal),645192939.0,1384508056.0,0.46600880089064645,2.1458822195820715
250058,SOUTH CENTRAL REGIONAL MEDICAL CENTR,MS,For-profit,128239762.0,260287170.0,0.49268568250982175,2.029691617799478
360354,WEST CHESTER HOSPITAL  LLC,OH,Government (nonfederal),325784687.0,974112163.0,0.3344426847075515,2.9900489552475498
131303,ONEIDA COUNTY HOSPITAL,ID,For-profit,14293555.0,15391913.0,0.9286405789845615,1.076842884782687
110130,IRWIN COUNTY HOSPITAL,GA,For-profit,15727871.0,29005133.0,0.5422444020511817,1.8441868578398184
100220,GULF COAST MEDICAL CENTER,FL,Nonprofit,614653860.0,1051134838.0,0.5847526290437726,1.7101248465274423
230078,LAKELAND COMMUNITY HOSP WATERVLIET,MI,Government (nonfederal),42604890.0,103754898.0,0.4106301564674084,2.435281443045622
110092,DODGE COUNTY HOSPITAL,GA,For-profit,22268117.0,58506146.0,0.3806115856614449,2.627350395186086
190027,ST. PATRICK HOSPITAL,LA,Government (nonfederal),202128446.0,503884502.0,0.401140430391725,2.492892573863651
490024,CARILION MEDICAL CENTER,VA,Government (nonfederal),1046436656.0,1735903794.0,0.6028194993391437,1.6588713555156653
420036,MUSC HEALTH LANCASTER MEDICAL CENTER,SC,Other,135244874.0,696220234.0,0.1942558796703975,5.147849329949467
450162,GRACE MEDICAL CENTER,TX,Nonprofit,83060321.0,305767024.0,0.2716457776035391,3.6812646558397
230121,MEMORIAL HEALTHCARE,MI,Government (nonfederal),195913953.0,632845222.0,0.3095764117185671,3.230220269201551
391303,FULTON COUNTY MEDICAL CENTER,PA,Government (nonfederal),43933621.0,80989509.0,0.54246064141468,1.8434517154868706
10104,GRANDVIEW MEDICAL CENTER,AL,Nonprofit,497825085.0,3881725371.0,0.1282484043614223,7.79736796710435
450875,PHYSICIANS SURGICAL HOSPITAL,TX,Nonprofit,65690437.0,281301111.0,0.2335235604526283,4.282223164385403
50006,ST. JOSEPH HOSPITAL - EUREKA,CA,Government (nonfederal),309405765.0,929567612.0,0.3328491236202838,3.004364227020786
260200,SSM HEALTH ST. JOSEPH HOSPITAL - LSL,MO,Government (nonfederal),191852253.0,399497386.0,0.4802340634088655,2.082317928265351
140191,INGALLS MEMORIAL HOSPITAL,IL,Government (nonfederal),333685515.0,1035096207.0,0.3223714981693484,3.102011206569755
460052,TIMPANOGOS REGIONAL HOSPITAL,UT,Nonprofit,101485277.0,309660860.0,0.3277303983461132,3.0512885135052645
330386,GARNET HEALTH MEDICAL CENTER - CATSK,NY,Government (nonfederal),90509169.0,261796112.0,0.3457238853111768,2.8924816666916917
670124,THE HOSPITALS OF PROV HORIZON CITY,TX,Nonprofit,39122356.0,538293803.0,0.07267844396863696,13.759237889456351
10149,BAPTIST MEDICAL CENTER EAST,AL,Other,178895966.0,270454678.0,0.661463751793563,1.5117986394394158
220176,SAINT VINCENT HOSPITAL,MA,Nonprofit,336213888.0,1193027134.0,0.28181579313517946,3.5484171730585974
330215,ROME MEMORIAL HOSPITAL  INC.,NY,Government (nonfederal),103698405.0,249230372.0,0.41607451037307763,2.40341567452267
230035,COREWELL HEALTH GREENVILLE HOSPITAL,MI,Government (nonfederal),106370992.0,262498940.0,0.40522446300164106,2.4677680922633494
310041,COMMUNITY MEDICAL CENTER,NJ,Government (nonfederal),433134410.0,797008912.0,0.5434498955765754,1.8400960385484035
50124,VERDUGO HILLS HOSPITAL,CA,Government (nonfederal),195150434.0,481561433.0,0.40524514761131214,2.4676421319155253
330221,WYCKOFF HEIGHTS MEDICAL CENTER,NY,Government (nonfederal),300430696.0,377404027.0,0.7960452843816634,1.256209941343677
100038,MEMORIAL REGIONAL HOSPITAL,FL,Other,1301280906.0,3455918806.0,0.3765368861504439,2.655782306545271
670107,BEMC BURLESON,TX,Nonprofit,26345794.0,123584136.0,0.21318103482149198,4.690848793549361
330136,MARY IMOGENE BASSETT HOSPITAL,NY,Government (nonfederal),566939873.0,742051340.0,0.7640170463138035,1.3088713201161635
100090,FLAGLER HOSPITAL,FL,Government (nonfederal),319244626.0,691529465.0,0.46165007010944936,2.1661428530984885
670116,WISE HEALTH SYSTEM - PARKWAY,TX,Other,132210364.0,333003247.0,0.3970242488356277,2.518737842670186
240006,OLMSTED MEDICAL CENTER,MN,Government (nonfederal),158546939.0,249894300.0,0.6344560039984906,1.5761534191461117
60044,ST. ELIZABETH HOSPITAL,CO,Government (nonfederal),12511990.0,38935073.0,0.3213552469774488,3.111820981314723
250001,UNIVERSITY OF MISSISSIPPI MEDICAL,MS,Other,1004717738.0,1981139587.0,0.5071413163377467,1.9718369767649113
380082,PROVIDENCE MILWAUKIE HOSPITAL,OR,Government (nonfederal),106435818.0,186769627.0,0.5698775529492277,1.754762922008078
230069,TRINITY HEALTH LIVINGSTON,MI,Government (nonfederal),139197802.0,596223082.0,0.23346597306006345,4.283279429943872
50197,SEQUOIA HOSPITAL,CA,Government (nonfederal),268834255.0,716390826.0,0.37526200119151165,2.6648048478792257
410006,NEWPORT HOSPITAL,RI,Government (nonfederal),119291715.0,217129775.0,0.5494028398454335,1.820158047019443
440029,WILLIAMSON HEALTH,TN,Other,218166171.0,658874393.0,0.33111951734327,3.0200575551193043
390183,MINERS MEMORIAL MEDICAL CENTER,PA,Government (nonfederal),84344485.0,413016153.0,0.2042159474571446,4.8967772226008615
100267,ENGLEWOOD COMMUNITY HOSPITAL,FL,Nonprofit,61595869.0,520433140.0,0.1183550090603377,8.449156549767972
110076,EMORY DECATUR HOSPITAL,GA,Nonprofit,421885162.0,672711920.0,0.6271409045345889,1.5945379942042142
240075,ST. JOSEPHS MEDICAL CENTER,MN,Government (nonfederal),204976337.0,383130059.0,0.5350045818253065,1.8691428708670892
450403,MEDICAL CITY MCKINNEY,TX,Nonprofit,228178484.0,848659315.0,0.2688693566039513,3.71927843556012
440152,REGIONAL ONE HEALTH,TN,Government (nonfederal),449365199.0,615263655.0,0.7303620087879236,1.3691840319837496
440053,SAINT THOMAS RUTHERFORD HOSPITAL,TN,Government (nonfederal),413853597.0,889733772.0,0.46514318105483804,2.149875652766164
100249,TAMPA GENERAL HOSPITAL CRYSTAL RIVER,FL,Government (nonfederal),102577263.0,619987985.0,0.16545040465582572,6.04410730865377
140209,METHODIST MEDICAL CTR OF ILLINOIS,IL,Government (nonfederal),355183590.0,1056031462.0,0.33633807588206116,2.9731989082040644
50315,KERN MEDICAL CENTER,CA,For-profit,356999062.0,419182115.0,0.8516562353811302,1.174182678944966
494023,DOMINION HOSPITAL,VA,Nonprofit,37235352.0,41577128.0,0.8955729698309128,1.116603597570395
260104,SSM HEALTH DEPAUL HOSPITAL,MO,Government (nonfederal),489997919.0,898916071.0,0.54509863023686,1.834530385015778
150113,COMMUNITY HOSPITAL ANDERSON,IN,Government (nonfederal),183474173.0,507162334.0,0.3617661657815464,2.7642164872981874
10022,CHEROKEE MEDICAL CENTER,AL,Government (nonfederal),24191727.0,78456049.0,0.3083475054931711,3.2430941784354625
360155,SOUTHWEST GENERAL HEALTH CENTER,OH,Government (nonfederal),360429279.0,905417468.0,0.3980807657667148,2.512053045501889
460026,SEVIER VALLEY HOSPITAL,UT,Government (nonfederal),39480008.0,104150406.0,0.3790672501075032,2.638054328661737
100028,PARRISH MEDICAL CENTER,FL,Government (nonfederal),132215131.0,384953691.0,0.3434572367822809,2.911570620460982
340061,UNIVERSITY OF NORTH CAROLINA HOSP.,NC,Nonprofit,2459265982.0,4461025883.0,0.5512781244717113,1.8139664093479093
50104,ST FRANCIS MEDICAL CENTER,CA,Government (nonfederal),338273620.0,378931636.0,0.8927035588023587,1.1201926889835512
390323,ADVANCED SURGICAL HOSPITAL,PA,Nonprofit,21236936.0,65320638.0,0.32511831865451163,3.075803307972487
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,CA,Government (nonfederal),1157288089.0,2518741185.0,0.45947082451029997,2.1764167530458356
100007,ADVENTHEALTH ORLANDO,FL,Government (nonfederal),4487277108.0,11820825690.0,0.37960775547143694,2.634298129020295
21306,PROV. KODIAK ISLAND MEDICAL CENTER,AK,Government (nonfederal),55962887.0,63630212.0,0.8795018158983975,1.137007317009932
230132,HURLEY MEDICAL CENTER,MI,Other,390178269.0,569848818.0,0.6847048843049456,1.4604832285008678
190259,LAFAYETTE SURGICAL SPECIALTY HOSPITA,LA,Nonprofit,46118074.0,115028128.0,0.4009286667692271,2.4942092768227915
223034,SPAULDING REHABILITATION HOSPITAL,MA,Government (nonfederal),171730837.0,188489878.0,0.9110878463192597,1.0975890020264678
271325,ST LUKE COMMUNITY HOSPITAL,MT,Government (nonfederal),42416823.0,45154107.0,0.9393790691066042,1.0645329802281516
10090,PROVIDENCE HOSPITAL,AL,Other,250017014.0,460025755.0,0.5434848185836899,1.8399777984709473
430027,SANFORD USD MEDICAL CENTER,SD,Government (nonfederal),815280990.0,2041948876.0,0.3992661126742137,2.5045952267328104
180079,HARRISON MEMORIAL HOSPITAL,KY,Government (nonfederal),62584271.0,148346039.0,0.4218802970532971,2.370340608425398
110011,TANNER MEDICAL CENTER,GA,Government (nonfederal),312998104.0,637162537.0,0.4912374564168703,2.0356753886279133
450369,CHILDRESS REGIONAL MEDICAL CENTER,TX,Other,34369375.0,64820001.0,0.5302279307277394,1.885981371497154
390114,UPMC MAGEE-WOMENS HOSPITAL,PA,Government (nonfederal),699217830.0,4555469329.0,0.15348974595192583,6.515093199210895
50017,MERCY GENERAL HOSPITAL,CA,Government (nonfederal),564779907.0,1105238988.0,0.5110025190316576,1.9569375154842399
330399,SBH HEALTH SYSTEM,NY,Government (nonfederal),391562381.0,393076032.0,0.9961492157323905,1.0038656701293274
370001,HILLCREST MEDICAL CENTER,OK,Nonprofit,534431961.0,1820740559.0,0.29352449933532787,3.4068706437263394
100142,JACKSON HOSPITAL  MARIANNA,FL,Other,63723546.0,143708399.0,0.443422558760814,2.2551852183492738
510050,WHEELING HOSPITAL,WV,Government (nonfederal),379932932.0,689672042.0,0.5508892761525049,1.8152468078234398
310096,ST. MICHAELS MEDICAL CENTER,NJ,Nonprofit,157751288.0,344727644.0,0.4576113658004172,2.1852604081432285
520059,MEMORIAL HOSPITAL OF BURLINGTON,WI,Government (nonfederal),97728420.0,331820006.0,0.2945223863325468,3.3953276436884994
330013,ALBANY MEDICAL CENTER HOSPITAL,NY,Government (nonfederal),1031314456.0,1224760562.0,0.8420539393560257,1.187572378991263
470005,RUTLAND REGIONAL MEDICAL CENTER,VT,Government (nonfederal),272591340.0,403970983.0,0.6747795051408433,1.481965578950527
100008,BAPTIST HOSPITAL,FL,Government (nonfederal),1344283702.0,3562181001.0,0.3773765851939089,2.6498729365685634
670041,ASCENSION SETON WILLIAMSON,TX,Government (nonfederal),218065219.0,578393759.0,0.3770186237434834,2.652388866286833
450237,SANTA ROSA HEALTHCARE,TX,Government (nonfederal),545367979.0,1646376178.0,0.33125356542907897,3.0188354311135677
150162,FRANCISCAN HEALTH INDIANAPOLIS,IN,Government (nonfederal),698360545.0,1858827881.0,0.37569941366723025,2.6617023173896515
150065,SCHNECK MEDICAL CENTER,IN,For-profit,138780355.0,364281794.0,0.3809697802245917,2.624880113615504
80007,BEEBE MEDICAL CENTER,DE,Government (nonfederal),515265194.0,1165906397.0,0.44194387759243076,2.262730746373682
440017,HOLSTON VALLEY HOSP & MED CTR,TN,Government (nonfederal),324973993.0,854643482.0,0.3802450961651399,2.629882699567285
260074,MOBERLY REGIONAL MEDICAL CENTER,MO,Nonprofit,41454928.0,179538026.0,0.2308977597871105,4.33092118746413
140200,ELMHURST MEMORIAL HOSPITAL,IL,Government (nonfederal),265366995.0,1069965184.0,0.24801460736128028,4.032020575882091
50573,EISENHOWER MEDICAL CENTER,CA,Government (nonfederal),875759152.0,2516835336.0,0.3479604483747601,2.873889847742065
50091,COMMUNITY HOSPITAL OF HUNTINGTON PAR,CA,Nonprofit,60961453.0,153532930.0,0.39705783638728187,2.518524779912972
30107,AZ SPINE & JOINT HOSPITAL,AZ,Nonprofit,37759691.0,126365642.0,0.2988129558191142,3.3465751083609234
141352,JACKSONVILLE MEMORIAL HOSPITAL,IL,Government (nonfederal),47935793.0,144738438.0,0.3311890998851321,3.0194230436534135
530025,IVINSON MEMORIAL HOSPITAL,WY,Other,89833559.0,173321761.0,0.5183051365373561,1.9293654056386655
220135,FALMOUTH HOSPITAL,MA,Government (nonfederal),152975460.0,312135572.0,0.4900930035619266,2.0404290465934865
420066,LAKE CITY COMMUNTY HOSPTIAL,SC,Other,8072547.0,13006176.0,0.6206702877156206,1.6111613843809147
220065,BAYSTATE NOBLE HOSPITAL,MA,Government (nonfederal),88228688.0,143541861.0,0.6146547591437456,1.6269295651319216
260191,BARNES JEWISH ST. PETERS HOSPITAL,MO,Government (nonfederal),157097862.0,442778280.0,0.3548002896619048,2.8184869887026216
454109,UBH EL PASO HOSPITAL,TX,Nonprofit,27286019.0,27560238.0,0.9900501947769828,1.010049798763242
50058,GLENDALE MEMORIAL HOSPITAL & HLTH CT,CA,Government (nonfederal),234264904.0,400575434.0,0.5848209453603188,1.7099250769547623
100314,WEST KENDALL BAPTIST HOSPITAL,FL,Government (nonfederal),279759862.0,950176955.0,0.2944292223967903,3.3964020006558338
440104,ERLANGER MEDICAL CENTER,TN,Government (nonfederal),860018911.0,2048899669.0,0.4197467177198319,2.382389087953439
230176,COREWELL HEALTH - TRENTON,MI,Government (nonfederal),188685333.0,583304468.0,0.32347657758726445,3.0914139362384883
30122,BANNER GATEWAY MEDICAL CENTER,AZ,Government (nonfederal),452436030.0,1378225072.0,0.32827441554480735,3.046231910398471
231305,MYMICHIGAN MEDICAL CENTER STANDISH,MI,Government (nonfederal),25074011.0,42179136.0,0.5944647846745842,1.6821854309627604
50122,DAMERON HOSPITAL,CA,Government (nonfederal),140420621.0,628596347.0,0.22338758675605222,4.476524477127899
100275,WELLINGTON REGL MEDICAL CENTER,FL,Nonprofit,228216414.0,854191437.0,0.2671724441555131,3.7429009685517185
140167,IROQUOIS MEMORIAL HOSPITAL,IL,Government (nonfederal),31468158.0,53817003.0,0.5847252029251796,1.7102050587136368
250004,NORTH MISSISSIPPI MEDICAL CENTER,MS,Government (nonfederal),615314492.0,1679931502.0,0.3662735601228103,2.7301997983821256
310044,CAPITAL HEALTH MED CENTER - HOPEWELL,NJ,Government (nonfederal),409578645.0,4580904892.0,0.08940998659790556,11.184432948158223
110023,ADVENTHEALTH GORDON,GA,Government (nonfederal),125416583.0,569210613.0,0.22033423154040876,4.538559410440962
340132,MARIA PARHAM MEDICAL CENTER,NC,Nonprofit,107879050.0,416330822.0,0.25911857662078164,3.8592370066291832
140231,EDWARD HOSPITAL,IL,Government (nonfederal),361639704.0,1394537404.0,0.25932592626249845,3.8561512703815284
420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,SC,For-profit,53836736.0,107297199.0,0.5017534148305214,1.9930108504349149
340133,MARTIN GENERAL HOSPITAL,NC,Nonprofit,26815156.0,109879826.0,0.24404075776385012,4.097676179843966
390327,WELLSPAN SURGERY AND REHAB HOSPITAL,PA,Government (nonfederal),96243057.0,188719000.0,0.5099807491561528,1.960858329759829
230197,GENESYS REGIONAL MEDICAL CTR.,MI,Government (nonfederal),364783702.0,517380944.0,0.7050582481445239,1.4183225324030513
420104,ROPER ST. FRANCIS MT PLEASANT HOSPIT,SC,Government (nonfederal),88113772.0,272196843.0,0.3237134238180712,3.089152090776457
450834,THE PHYSICIAN CENTRE,TX,Nonprofit,19906708.0,61717693.0,0.3225445902522636,3.100346526407079
111326,SGMC  LANIER CAMPUS,GA,For-profit,18064176.0,23864168.0,0.7569581307003873,1.3210770311361004
390057,GRAND VIEW HOSPITAL,PA,Government (nonfederal),220219400.0,412707080.0,0.5335973397887916,1.8740723115220548
190106,OAKDALE COMMUNITY HOSPITAL,LA,Nonprofit,21574614.0,56267137.0,0.38343187782950466,2.6080252003581617
140084,VISTA MEDICAL CENTER - EAST,IL,Nonprofit,146746447.0,505386945.0,0.29036453840334164,3.4439467212449784
380051,SALEM HOSPITAL,OR,Government (nonfederal),729970433.0,996769865.0,0.7323359770712972,1.365493477459792
100285,MEMORIAL HOSPITAL MIRAMAR,FL,Other,228775696.0,804696142.0,0.2843007242850681,3.5174022244041168
50159,VENTURA COUNTY MEDICAL CENTER,CA,For-profit,406758183.0,521515653.0,0.7799539297816628,1.2821270100913986
340053,PRESBYTERIAN HOSPITAL,NC,Government (nonfederal),1036670950.0,2323141749.0,0.44623663211521064,2.2409634889450696
390147,MONONGAHELA VALLEY HOSPITAL INC.,PA,Government (nonfederal),124240899.0,249081733.0,0.4987957065482598,2.004828804402003
330160,STATEN ISLAND UNIVERSITY HOSPITAL,NY,Government (nonfederal),1163876674.0,1637923443.0,0.7105806312096359,1.4072998278853726
160057,SOUTHEAST IOWA REGIONAL MEDICAL CTR,IA,Government (nonfederal),264922452.0,511432376.0,0.5180009409494247,1.9304984237425071
400126,HOSP. METROPOLITANO DE SAN GERMAN,PR,Nonprofit,22165030.0,25917747.0,0.8552066659189165,1.1693080045458997
231306,MACKINAC STRAITS HEALTH SYSTEM  INC,MI,Government (nonfederal),56683385.0,85122669.0,0.6659023461776087,1.501721694990516
390217,FRICK HOSPITAL,PA,Government (nonfederal),59954818.0,180654502.0,0.3318755820433415,3.0131773896803424
190114,HOMER MEMORIAL HOSPITAL,LA,Other,29089974.0,38408525.0,0.7573832632208605,1.3203354874088233
110153,PERRY HOSPITAL,GA,Nonprofit,33373415.0,111381999.0,0.299630239173567,3.337446857026768
390156,MERCY CATHOLIC MEDICAL CENTER,PA,Government (nonfederal),173266137.0,426355497.0,0.4063888895983907,2.4606971932432478
340075,BLUE RIDGE HEALTHCARE HOSPITALS,NC,Government (nonfederal),194062472.0,725850311.0,0.26735880533362477,3.7402919973110516
110074,PIEDMONT ATHENS REGIONAL MEDICAL CE,GA,For-profit,485923579.0,1520083548.0,0.3196689942729385,3.128235824917646
