best_candidate,best_jaccard,ein,filer_name,filer_state,form990_total_expenses,hospital_facilities_cnt,reason
,0,270565499,CAHRMC,TX,12185327,1,no_match_above_threshold
,0,260328929,GPCH,TX,36419465,1,no_match_above_threshold
,,391536207,MEDICAL SERVICES INC,WI,81607919,1,no_tokens
,0,660613484,Cdt Gmsp Inc,PR,6854327,1,no_match_above_threshold
,0,231352159,JC BLAIR MEMORIAL HOSPITAL,PA,62811465,1,no_match_above_threshold
,0,382873485,HELEN NEWBERRY JOY HOSPITAL & HEALTHCARE CENTER,MI,38745168,1,no_match_above_threshold
,0,932484732,NORTH ADAMS REGIONAL HOSPITAL,MA,26781394,1,no_match_above_threshold
,0,610668290,RIVERVALLEY BEHAVIORAL HEALTH INC,KY,47041596,1,no_match_above_threshold
,0,361703630,ROSELAND COMMUNITY HOSPITAL ASSOCIATION,IL,78205484,1,no_match_above_threshold
,0,920019395,VALLEY HOSPITAL ASSOCIATION INC,AK,26660762,1,no_match_above_threshold
,0,873801572,ABH Pennsylvania Childrens Services Inc,PA,57987183,1,no_match_above_threshold
,0,362548549,ROCHELLE COMMUNITY HOSPITAL ASSOCIATION,IL,49934797,1,no_match_above_threshold
,0,593051173,CALHOUN-LIBERTY HOSPITAL,FL,14063151,1,no_match_above_threshold
,0,816016152,Phillips County Hospital Association,MT,11033919,1,no_match_above_threshold
,0,201649466,BARBARA ANN KARMANOS CANCER HOSPITAL,MI,434686052,1,no_match_above_threshold
,0,452750258,EL CAMPO MEMORIAL HOSPITAL,TX,54225141,1,no_match_above_threshold
,0,381976271,MCLAREN BAY REGION,MI,346398853,1,no_match_above_threshold
,0,590973502,MEMORIAL HEALTH SYSTEMS INC,FL,604329353,1,no_match_above_threshold
,0,381474929,HURON MEMORIAL HOSPITAL,MI,47807576,1,no_match_above_threshold
,0,260792328,SCOTT REGIONAL MEDICAL CENTER INC,MS,15690657,1,no_match_above_threshold
,0,510069243,TIDALHEALTH NANTICOKE INC,DE,164103378,1,no_match_above_threshold
,0,660961410,HEALTHCARE INTEGRATED PROGRAM,PR,4922810,1,no_match_above_threshold
,0,660258919,RYDER MEMORIAL HOSPITAL INC,,62561205,1,no_match_above_threshold
,0,201835779,LAIRD HOSPITAL INC,MS,35282077,1,no_match_above_threshold
,0,660571457,HOSPITAL COMUNITARIO BUEN,PR,33401736,1,no_match_above_threshold
,0,251925187,UNIVERSITY MEDICAL CENTER MANAGEMENT,LA,851513146,1,no_match_above_threshold
,0,640655993,RUSH HOSPITAL - BUTLER INC,MS,19194063,1,no_match_above_threshold
,0,271757642,KEMPER CAH INC,MS,23152867,1,no_match_above_threshold
,0,370661223,METHODIST MEDICAL CENTER OF ILLINOIS,IL,532811590,1,no_match_above_threshold
,0,720423603,THE RAPIDES FOUNDATION,LA,20101051,1,no_match_above_threshold
,0,593149293,SOUTHWEST VOLUSIA HEALTHCARE CORPORATION,FL,252015979,1,no_match_above_threshold
,0,593256803,MEMORIAL HOSPITAL - WEST VOLUSIA INC,FL,209429429,1,no_match_above_threshold
,0,208488713,Pasco-Pinellas Hillsborough Community,FL,333923372,1,no_match_above_threshold
,0,593284221,GENESIS REHABILITATION HOSPITAL INC,FL,159963245,1,no_match_above_threshold
,0,592951990,MEMORIAL HOSPITAL FLAGLER INC,FL,265655150,1,no_match_above_threshold
,0,593140669,FLORIDA HOSPITAL WATERMAN INC,FL,392036337,1,no_match_above_threshold
,0,742842747,West Central Kansas Association Inc,KS,22542158,1,no_match_above_threshold
,0,911286274,SUNNYSIDE COMMUNITY HOSPITAL ASSOCIATION,WA,118425016,1,no_match_above_threshold
,0,941049467,ORCHARD HOSPITAL,CA,32581660,1,no_match_above_threshold
,0,814670687,SHC MEDICAL CENTER - TOPPENISH,WA,64221821,1,no_match_above_threshold
,0,310949874,MONROE MEDICAL FOUNDATION INC,KY,21844909,1,no_match_above_threshold
,0,710855633,UNITED METHODIST BEHAVIORAL HEALTH,AR,20391520,1,no_match_above_threshold
,0,630288856,MOBILE INFIRMARY ASSOCIATION,AL,558030730,1,no_match_above_threshold
,0,310787073,MENTAL HEALTH SERVICES FOR CLARK CO INC,OH,12956649,1,no_match_above_threshold
,0,410307617,Hendricks Community Hospital Assn,MN,16099547,1,no_match_above_threshold
,0,580603148,HILLSIDE INC,GA,22081226,1,no_match_above_threshold
,0,742557820,SID PETERSON MEMORIAL HOSPITAL,TX,174830522,1,no_match_above_threshold
,0,300975387,IVINSON MEMORIAL HOSPITAL,WY,126708145,1,no_match_above_threshold
,0,550404900,Herbert J Thomas Memorial Hospital,WV,200639180,1,no_match_above_threshold
,0,810373589,CULBERTSON FROID BAINVILLE,MT,8239353,1,no_match_above_threshold
,0,611272692,Charleston Hospital Inc,WV,41647787,1,no_match_above_threshold
,0,586025393,UNION COUNTY HOSPITAL AUTHORITY,GA,107433777,1,no_match_above_threshold
,0,460246437,EUREKA COMMUNITY BENEVOLENT,SD,5099735,1,no_match_above_threshold
,0,450308379,Hazen Memorial Hospital Association,ND,16321958,1,no_match_above_threshold
,0,381738615,MCKENZIE MEMORIAL HOSPITAL,MI,30049066,1,no_match_above_threshold
,0,951816005,BEVERLY COMMUNITY HOSPITAL ASSOCIATION,CA,140904897,1,no_match_above_threshold
,0,450232743,PR Health Corporation,ND,19043767,1,no_match_above_threshold
,0,820226453,ST MARY'S HOSPITAL INC,ID,25279392,1,no_match_above_threshold
,0,610523304,ROCKCASTLE HOSPITAL & RESPIRATORY CARE,KY,84661051,1,no_match_above_threshold
,0,450226419,Good Samaritan Hospital Association,ND,31320176,1,no_match_above_threshold
,0,840563230,VAIL CLINIC INC,CO,405698317,1,no_match_above_threshold
,0,840446259,VALLEY VIEW HOSPITAL ASSOCIATION,CO,317169101,1,no_match_above_threshold
,0,820497771,CLEARWATER VALLEY HOSPITAL AND CLINICS,ID,23775111,1,no_match_above_threshold
,0,742517055,Schoolcraft Memorial Hospital,MI,56882816,1,no_match_above_threshold
,0,410682405,HAZELDEN BETTY FORD FOUNDATION,MN,226955255,1,no_match_above_threshold
,0,840447998,LOWER VALLEY HOSPITAL ASSOCIATION,CO,81943020,1,no_match_above_threshold
,0,344477047,HENRY COUNTY HOSPITAL INC,OH,35183615,1,no_match_above_threshold
,0,720491106,West Louisiana Health Services Inc,LA,67221084,1,no_match_above_threshold
,0,362256036,REHABILITATION INSTITUTE OF CHICAGO,IL,397654683,1,no_match_above_threshold
,0,610654587,Baptist Health Deaconess,KY,235716737,1,no_match_above_threshold
,0,800202027,SAVOY MEDICAL MANAGMENT GROUP INC,LA,43720003,1,no_match_above_threshold
,0,560530233,SOUTHEASTERN REGIONAL MEDICAL,NC,336545602,1,no_match_above_threshold
,0,042121377,THE SHRINERS' HOSPITAL FOR CHILDREN,FL,58430102,1,no_match_above_threshold
,0,371396010,BLESSINGCARE CORPORATION,IL,34749645,1,no_match_above_threshold
,0,381359265,MARY FREE BED REHABILITATION HOSPITAL,MI,172470892,1,no_match_above_threshold
,0,431704371,FREEMAN HEALTH SYSTEM,MO,628958111,1,no_match_above_threshold
,0,841465990,ARKANSAS VALLEY REGIONAL MEDICAL,CO,38805522,1,no_match_above_threshold
,0,382800065,HOLLAND COMMUNITY HOSPITAL,MI,296828134,1,no_match_above_threshold
,0,520698850,BROOK LANE HEALTH SERVICES INC,MD,27834327,1,no_match_above_threshold
,0,810241755,St John's Lutheran Hospital Inc,MT,42297640,1,no_match_above_threshold
,0,742826278,RURAL HEALTH RESOURCES OF JACKSON CO INC,KS,27443862,1,no_match_above_threshold
,0,560949273,FELLOWSHIP HALL INC,NC,13434621,1,no_match_above_threshold
,0,810530457,LOGAN HEALTH - CUT BANK,MT,11794029,1,no_match_above_threshold
,0,201244058,FERRELL HOSPITAL COMMUNITY FOUNDATION,IL,47649963,1,no_match_above_threshold
,0,237293874,KALISPELL REGIONAL MEDICAL CENTER,MT,615083455,1,no_match_above_threshold
,0,481226830,GREAT PLAINS OF SMITH CO INC,KS,25451383,1,no_match_above_threshold
,0,203713023,INFIRMARY HEALTH HOSPITALSINC,AL,12022911,1,no_match_above_threshold
,0,381507046,MUNISING MEMORIAL HOSPITAL ASSOCIATION,MI,13543407,1,no_match_above_threshold
,0,843390470,LCMC HEALTH HOLDINGS INC,LA,422487028,1,no_match_above_threshold
